"","code","description","selectionOnly","type","startDate","endDate"
"521","1057","Asia (Fmr)",FALSE,"group",NA,NA
"522","955","Asia (Fmr)",FALSE,"group",NA,NA
"523","900","Asia (FAO)",FALSE,"group",NA,NA
"524","1129","Asia EAA",FALSE,"group",NA,NA
"525","938","Asia Dvpd",FALSE,"group",NA,NA
"526","1176","Asia Dvng",FALSE,"group",NA,NA
"527","531","Curaçao",FALSE,"country",NA,NA
"528","942","Asia Dvng",FALSE,"group",NA,NA
"529","1115","Asia",FALSE,"group",NA,NA
"530","932","Asia",FALSE,"group",NA,NA
"531","995","Asia",FALSE,"group",NA,NA
"532","951","Asia",FALSE,"group",NA,NA
"533","1056","Asia",FALSE,"group",NA,NA
"534","965","ASEAN",FALSE,"group",NA,NA
"535","533","Aruba",FALSE,"country",NA,NA
"536","51","Armenia",FALSE,"country",NA,NA
"537","32","Argentina",FALSE,"country",NA,NA
"538","1199","AOAD",FALSE,"group",NA,NA
"539","28","Antigua and Barbuda",FALSE,"country",NA,NA
"540","1052","Antartic EAA",FALSE,"group",NA,NA
"541","993","Antarctica",FALSE,"group",NA,NA
"542","10","Antarctica",FALSE,"country",NA,NA
"543","660","Anguilla",FALSE,"country",NA,NA
"544","24","Angola",FALSE,"country",NA,NA
"545","20","Andorra",FALSE,"country",NA,NA
"546","962","ANCOM",FALSE,"group",NA,NA
"547","1187","AMU",FALSE,"group",NA,NA
"548","1126","Amer Nth EAA",FALSE,"group",NA,NA
"549","1127","Amer Lat EAA",FALSE,"group",NA,NA
"550","1193","America Unal",FALSE,"group",NA,NA
"551","16","American Samoa",FALSE,"country",NA,NA
"552","1128","Amer Car EAA",FALSE,"group",NA,NA
"553","1137","All Unal Wld",FALSE,"group",NA,NA
"554","12","Algeria",FALSE,"country",NA,NA
"555","8","Albania",FALSE,"country",NA,NA
"556","1027","Afr StSahEAA",FALSE,"group",NA,NA
"557","535.01","Bonaire",FALSE,"country",NA,NA
"558","1026","Afr NtSahEAA",FALSE,"group",NA,NA
"559","949","Afri.Ex.Sout",FALSE,"group",NA,NA
"560","1139","Africa Unal",FALSE,"group",NA,NA
"561","954","Africa (Fmr)",FALSE,"group",NA,NA
"562","1184","Africa (FAO)",FALSE,"group",NA,NA
"563","1046","Africa,EAA",FALSE,"group",NA,NA
"564","1036","Africa,EAA",FALSE,"group",NA,NA
"565","935","Africa Dvpd",FALSE,"group",NA,NA
"566","907","Africa Dvng",FALSE,"group",NA,NA
"567","950","Africa",FALSE,"group",NA,NA
"568","933","Africa",FALSE,"group",NA,NA
"569","4","Afghanistan",FALSE,"country",NA,NA
"570","1147","ACS",FALSE,"group",NA,NA
"571","1183","ACP SugarPro",FALSE,"group",NA,NA
"572","1182","ACP Pacific",FALSE,"group",NA,NA
"573","1181","ACP Caribbn",FALSE,"group",NA,NA
"574","1180","ACP Africa",FALSE,"group",NA,NA
"575","998","ACP",FALSE,"group",NA,NA
"576","1141","ACM",FALSE,"group",NA,NA
"577","986","ACC",FALSE,"group",NA,NA
"578","1148","AAAID",FALSE,"group",NA,NA
"579","AH01","Ad hoc aggregation",FALSE,"synthetic",NA,NA
